,Muscle Groups,Exercise,Sets,Reps
Chest + Shoulders + Triceps,,,,
,Chest + Shoulders + Triceps,Bench Press (Barbell),4,5
,Chest + Shoulders + Triceps,Incline Bench Press (Dumbbell),4,8
,Chest + Shoulders + Triceps,BtB Lateral Raises,4,15
,Chest + Shoulders + Triceps,Skull Crushers,3,8
Back + Biceps,,,,
,Back + Biceps,Deadlifts,4,5
,Back + Biceps,Rear Flies,4,15
,Back + Biceps,EZ-Bar Curls,3,8
,Back + Biceps,Bicep Curls,4,12
Chest + Shoulders,,,,
,Chest + Shoulders,Incline Bench Press (Barbell),3,8
,Chest + Shoulders,Dips,3,8
,Chest + Shoulders,Overhead Press (Dumbbell),3,10
,Chest + Shoulders,Cable Lateral Raises,5,12
,Chest + Shoulders,Rope Pulldowns,3,12
Back + Arms,,,,
,Back + Arms,Pull Ups,4,-
,Back + Arms,Rows (Barbell),4,8
,Back + Arms,Back Extensions,3,12
,Back + Arms,Hammer Curls,4,12
,Back + Arms,Cable Curls ,3,12
Legs,,,,
,Legs,Back Squats,4,5
,Legs,Split Squats,3,6
,Legs,Calf Raises,4,12

,,,Total Sets,Max Set Lift (lbs),Max Volume (lbs),Estimated 1RM (lbs)
Arms,,,,,,
,Arms,Bicep Curls,126,35,300,42
,Arms,Cable Curls,54,22,264,31
,Arms,Concentrated Curls,23,25,176,29
,Arms,Hammer Curls,107,40,330,48
,Arms,Rope Pulldowns,72,66,825,92
,Arms,Skull Crushers,75,75,900,105
,Arms,EZ-Bar Curls,33,60,480,76
Back,,,,,,
,Back,Back Extensions,9,25,300,35
,Back,Bent Over Row (Dumbbell),,,,
,Back,Deadlifts,110,335,2450,391
,Back,Pull Ups,,,,
,Back,Rear Flies,102,110,1200,139
,Back,Rows (Barbell),64,155,1240,196
,Back,Seated Cable Rows,18,165,1320,209
Chest,,,,,,
,Chest,Bench Press (Barbell),128,215,1550,251
,Chest,Bench Press (Dumbbell),,,,
,Chest,Chest Flies,57,140,1260,177
,Chest,Dips,57,25,200,32
,Chest,Incline Bench Press (Barbell),53,165,990,198
,Chest,Incline Bench Press (Dumbbell),95,75,600,95
Legs,,,,,,
,Legs,Back Squat,80,315,1575,368
,Legs,Bulgarian Split Squats,18,50,600,70
,Legs,Calf Raises,79,230,2760,322
,Legs,Front Squat,23,185,1480,234
,Legs,Leg Extensions,,,,
,Legs,Split Squat,57,185,2220,259
Shoulders,,,,,,
,Shoulders,Arnold Press,24,50,500,67
,Shoulders,BtB Lateral Raises,91,20,247.5,25
,Shoulders,Cable Lateral Raises,45,16.5,240,24
,Shoulders,Egyptian Raises,15,35,280,44
,Shoulders,"Lateral, Front, Rear Raises",21,17.5,262.5,26
,Shoulders,Overhead Press (Barbell),,,,
,Shoulders,Overhead Press (Dumbbell),71,65,600,76
,Shoulders,Rear Delt Flies,8,25,250,33
,Shoulders,Seated Lateral Raises,27,30,300,40
,Shoulders,Shrugs,29,80,1200,105

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
December 2025,,,12,,185,,,925,216
,December 2025,"Dec 6, 2025",1,5,165,5,,825,193
,December 2025,"Dec 6, 2025",2,5,175,6,,875,204
,December 2025,"Dec 6, 2025",3,5,185,8,,925,216
,December 2025,"Dec 6, 2025",4,5,185,7,,925,216
,December 2025,"Dec 14, 2025",1,5,165,6,,825,193
,December 2025,"Dec 14, 2025",2,5,175,7,,875,204
,December 2025,"Dec 14, 2025",3,5,185,8,,925,216
,December 2025,"Dec 14, 2025",4,5,185,8,,925,216
,December 2025,"Dec 30, 2025",1,5,165,6,,825,193
,December 2025,"Dec 30, 2025",2,5,175,7,,875,204
,December 2025,"Dec 30, 2025",3,5,175,7,,875,204
,December 2025,"Dec 30, 2025",4,5,185,8,,925,216
January 2026,,,12,,195,,,975,228
,January 2026,"Jan 8, 2026",1,5,165,5,,825,193
,January 2026,"Jan 8, 2026",2,5,185,8,,925,216
,January 2026,"Jan 8, 2026",3,5,185,8,,925,216
,January 2026,"Jan 8, 2026",4,5,185,8,,925,216
,January 2026,"Jan 17, 2026",1,5,175,6,,875,204
,January 2026,"Jan 17, 2026",2,5,185,8,,925,216
,January 2026,"Jan 17, 2026",3,5,185,8,,925,216
,January 2026,"Jan 17, 2026",4,5,185,8,,925,216
,January 2026,"Jan 26, 2026",1,5,185,6,,925,216
,January 2026,"Jan 26, 2026",2,5,195,9,,975,228
,January 2026,"Jan 26, 2026",3,5,185,7,,925,216
,January 2026,"Jan 26, 2026",4,5,185,8,,925,216
February 2026,,,16,,205,,,1025,239
,February 2026,"Feb 1, 2026",1,5,185,6,,925,216
,February 2026,"Feb 1, 2026",2,5,195,8,,975,228
,February 2026,"Feb 1, 2026",3,5,195,8,,975,228
,February 2026,"Feb 1, 2026",4,5,195,9,,975,228
,February 2026,"Feb 8, 2026",1,5,185,6,,925,216
,February 2026,"Feb 8, 2026",2,5,195,7,,975,228
,February 2026,"Feb 8, 2026",3,5,205,8,,1025,239
,February 2026,"Feb 8, 2026",4,5,205,8,,1025,239
,February 2026,"Feb 19, 2026",1,5,185,7,,925,216
,February 2026,"Feb 19, 2026",2,5,185,7,,925,216
,February 2026,"Feb 19, 2026",3,5,195,7,,975,228
,February 2026,"Feb 19, 2026",4,5,205,8,,1025,239
,February 2026,"Feb 26, 2026",1,5,185,5,,925,216
,February 2026,"Feb 26, 2026",2,5,205,9,,1025,239
,February 2026,"Feb 26, 2026",3,5,195,8,,975,228
,February 2026,"Feb 26, 2026",4,5,195,9,,975,228
March 2026,,,8,,205,,,1025,239
,March 2026,"Mar 6, 2026",1,5,185,6,,925,216
,March 2026,"Mar 6, 2026",2,5,185,6,,925,216
,March 2026,"Mar 6, 2026",3,5,195,8,,975,228
,March 2026,"Mar 6, 2026",4,5,195,8,,975,228
,March 2026,"Mar 21, 2026",1,5,185,6,,925,216
,March 2026,"Mar 21, 2026",2,5,195,7,,975,228
,March 2026,"Mar 21, 2026",3,5,205,8,,1025,239
,March 2026,"Mar 21, 2026",4,5,205,9,,1025,239
April 2026,,,16,,215,,,1075,251
,April 2026,"Apr 1, 2026",1,5,185,6,,925,216
,April 2026,"Apr 1, 2026",2,5,195,7,,975,228
,April 2026,"Apr 1, 2026",3,5,195,7,,975,228
,April 2026,"Apr 1, 2026",4,5,205,8,,1025,239
,April 2026,"Apr 11, 2026",1,5,185,5,,925,216
,April 2026,"Apr 11, 2026",2,5,195,6,,975,228
,April 2026,"Apr 11, 2026",3,5,205,8,,1025,239
,April 2026,"Apr 11, 2026",4,5,205,8,,1025,239
,April 2026,"Apr 19, 2026",1,5,185,5,,925,216
,April 2026,"Apr 19, 2026",2,5,195,7,,975,228
,April 2026,"Apr 19, 2026",3,5,205,7,,1025,239
,April 2026,"Apr 19, 2026",4,5,215,10,,1075,251
,April 2026,"Apr 29, 2026",1,5,185,4,,925,216
,April 2026,"Apr 29, 2026",2,5,205,8,,1025,239
,April 2026,"Apr 29, 2026",3,5,205,8,,1025,239
,April 2026,"Apr 29, 2026",4,5,205,9,,1025,239
May 2026,,,4,,205,,,1025,239
,May 2026,"May 12, 2026",1,5,185,6,,925,216
,May 2026,"May 12, 2026",2,5,195,6,,975,228
,May 2026,"May 12, 2026",3,5,205,8,,1025,239
,May 2026,"May 12, 2026",4,5,205,9,,1025,239

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
September 2025,,,8,,295,,,1475,344
,September 2025,"Sep 21, 2025",1,5,225,4,,1125,263
,September 2025,"Sep 21, 2025",2,5,275,6,,1375,321
,September 2025,"Sep 21, 2025",3,5,275,6,,1375,321
,September 2025,"Sep 21, 2025",4,5,295,7,,1475,344
,September 2025,"Sep 29, 2025",1,5,275,7,,1375,321
,September 2025,"Sep 29, 2025",2,5,275,8,,1375,321
,September 2025,"Sep 29, 2025",3,5,225,6,,1125,263
,September 2025,"Sep 29, 2025",4,5,225,4,,1125,263
October 2025,,,4,,275,,,1375,321
,October 2025,"Oct 29, 2025",1,5,225,3,,1125,263
,October 2025,"Oct 29, 2025",2,5,245,5,,1225,286
,October 2025,"Oct 29, 2025",3,5,275,7,,1375,321
,October 2025,"Oct 29, 2025",4,5,275,7,,1375,321
November 2025,,,8,,295,,,1475,344
,November 2025,"Nov 15, 2025",1,5,225,5,,1125,263
,November 2025,"Nov 15, 2025",2,5,245,6,,1225,286
,November 2025,"Nov 15, 2025",3,5,245,6,,1225,286
,November 2025,"Nov 15, 2025",4,5,275,7,,1375,321
,November 2025,"Nov 26, 2025",1,5,225,6,,1125,263
,November 2025,"Nov 26, 2025",2,5,245,6,,1225,286
,November 2025,"Nov 26, 2025",3,5,275,7,,1375,321
,November 2025,"Nov 26, 2025",4,5,295,9,,1475,344
December 2025,,,8,,295,,,1475,344
,December 2025,"Dec 4, 2025",1,5,225,6,,1125,263
,December 2025,"Dec 4, 2025",2,5,245,6,,1225,286
,December 2025,"Dec 4, 2025",3,5,275,7,,1375,321
,December 2025,"Dec 4, 2025",4,5,295,8,,1475,344
,December 2025,"Dec 13, 2025",1,5,225,4,,1125,263
,December 2025,"Dec 13, 2025",2,5,275,7,,1375,321
,December 2025,"Dec 13, 2025",3,5,275,7,,1375,321
,December 2025,"Dec 13, 2025",4,5,275,7,,1375,321
January 2026,,,16,,295,,,1475,344
,January 2026,"Jan 6, 2026",1,5,225,4,,1125,263
,January 2026,"Jan 6, 2026",2,5,275,8,,1375,321
,January 2026,"Jan 6, 2026",3,5,275,8,,1375,321
,January 2026,"Jan 6, 2026",4,5,275,8,,1375,321
,January 2026,"Jan 13, 2026",1,5,225,4,,1125,263
,January 2026,"Jan 13, 2026",2,5,275,7,,1375,321
,January 2026,"Jan 13, 2026",3,5,275,7,,1375,321
,January 2026,"Jan 13, 2026",4,5,275,7,,1375,321
,January 2026,"Jan 24, 2026",1,5,225,7,,1125,263
,January 2026,"Jan 24, 2026",2,5,225,7,,1125,263
,January 2026,"Jan 24, 2026",3,5,225,7,,1125,263
,January 2026,"Jan 24, 2026",4,10,135,5,,1350,180
,January 2026,"Jan 30, 2026",1,6,225,6,,1350,270
,January 2026,"Jan 30, 2026",2,5,275,7,,1375,321
,January 2026,"Jan 30, 2026",3,5,275,7,,1375,321
,January 2026,"Jan 30, 2026",4,5,295,7,,1475,344
February 2026,,,12,,295,,,1475,344
,February 2026,"Feb 7, 2026",1,5,225,4,,1125,263
,February 2026,"Feb 7, 2026",2,5,275,7,,1375,321
,February 2026,"Feb 7, 2026",3,5,295,8,,1475,344
,February 2026,"Feb 7, 2026",4,5,295,9,,1475,344
,February 2026,"Feb 17, 2026",1,5,225,3,,1125,263
,February 2026,"Feb 17, 2026",2,5,275,7,,1375,321
,February 2026,"Feb 17, 2026",3,5,295,8,,1475,344
,February 2026,"Feb 17, 2026",4,5,295,8,,1475,344
,February 2026,"Feb 25, 2026",1,5,225,5,,1125,263
,February 2026,"Feb 25, 2026",2,5,275,7,,1375,321
,February 2026,"Feb 25, 2026",3,5,275,7,,1375,321
,February 2026,"Feb 25, 2026",4,5,295,9,,1475,344
March 2026,,,8,,295,,,1475,344
,March 2026,"Mar 10, 2026",1,5,225,4,,1125,263
,March 2026,"Mar 10, 2026",2,5,275,8,,1375,321
,March 2026,"Mar 10, 2026",3,5,275,7,,1375,321
,March 2026,"Mar 10, 2026",4,5,295,9,,1475,344
,March 2026,"Mar 29, 2026",1,5,225,6,,1125,263
,March 2026,"Mar 29, 2026",2,5,275,7,,1375,321
,March 2026,"Mar 29, 2026",3,5,275,7,,1375,321
,March 2026,"Mar 29, 2026",4,5,295,8,,1475,344
April 2026,,,12,,295,,,1475,344
,April 2026,"Apr 7, 2026",1,5,225,5,,1125,263
,April 2026,"Apr 7, 2026",2,5,275,7,,1375,321
,April 2026,"Apr 7, 2026",3,5,275,7,,1375,321
,April 2026,"Apr 7, 2026",4,5,275,6,,1375,321
,April 2026,"Apr 14, 2026",1,5,225,5,,1125,263
,April 2026,"Apr 14, 2026",2,5,275,6,,1375,321
,April 2026,"Apr 14, 2026",3,5,275,6,,1375,321
,April 2026,"Apr 14, 2026",4,5,295,8,,1475,344
,April 2026,"Apr 28, 2026",1,5,225,2,,1125,263
,April 2026,"Apr 28, 2026",2,5,275,5,		,1375,321
,April 2026,"Apr 28, 2026",3,5,275,6,,1375,321
,April 2026,"Apr 28, 2026",4,5,295,7,,1475,344
May 2026,,,4,,315,,,1575,368
,May 2026,"May 10, 2026",1,5,225,3,,1125,263
,May 2026,"May 10, 2026",2,5,275,5,,1375,321
,May 2026,"May 10, 2026",3,5,295,7,,1475,344
,May 2026,"May 10, 2026",4,5,315,7,,1575,368
(error),,,0,,0,,,0,0
,,,,,,,,0,0
